order_id,customer_id,product_id,order_date,quantity,total_amount
711,359,149,2025-07-05,5,1464.25
712,691,74,2024-12-16,1,384.75
713,672,191,2025-01-26,2,96.42
714,456,159,2025-04-29,4,108.68
715,383,57,2025-08-18,1,98.35
716,288,92,2025-03-01,5,2276.1000000000004
717,446,143,2025-05-16,2,773.42
718,815,80,2024-10-21,5,1136.85
719,516,128,2025-01-30,1,208.49
720,984,7,2024-10-03,3,1369.74
721,232,193,2025-08-12,1,174.6
722,357,14,2024-09-08,1,324.1
723,555,81,2025-02-28,4,995.08
724,55,178,2025-07-16,3,1381.83
725,159,72,2025-05-13,1,236.91
726,875,155,2024-11-26,4,1398.48
727,899,89,2024-10-18,1,359.96
728,267,114,2025-03-12,4,197.04
729,916,122,2025-08-15,5,868.6
730,422,157,2025-03-23,2,489.7
731,452,104,2024-10-03,3,77.1
732,469,115,2025-04-28,2,97.08
733,609,135,2025-01-10,5,1765.05
734,72,62,2025-01-10,5,2112.25
735,518,94,2025-05-16,5,956.35
736,663,63,2025-03-02,4,471.08
737,927,87,2025-04-16,1,124.1
738,623,151,2025-04-26,3,225.54000000000002
739,986,86,2024-12-03,5,510.95
740,309,22,2025-03-03,2,632.24
741,897,103,2024-12-11,1,386.55
742,427,135,2024-09-07,4,1412.04
743,290,70,2024-12-17,1,202.74
744,144,98,2025-05-09,5,54.800000000000004
745,393,85,2024-11-26,4,292.32
746,616,117,2025-08-18,5,1103.15
747,873,111,2025-03-20,1,5.8
748,682,23,2025-08-16,3,970.47
749,535,55,2025-06-22,2,747.16
750,607,58,2024-10-27,3,1077.21
751,948,94,2025-03-10,3,573.8100000000001
752,382,105,2025-04-28,3,222.57
753,115,34,2024-10-19,1,11.22
754,365,124,2024-11-10,1,193.6
755,749,91,2025-04-09,1,364.21
756,22,83,2025-07-30,2,243.08
757,459,47,2025-02-23,3,770.94
758,990,186,2025-04-29,5,426.45000000000005
759,381,200,2025-01-10,1,252.26
760,874,156,2024-10-15,2,12.44
761,565,171,2024-12-17,2,498.06
762,519,71,2024-10-03,1,68.96
763,265,90,2025-02-01,1,412.75
764,192,93,2025-01-27,3,57.66
765,579,150,2025-03-10,2,979.3
766,805,170,2024-12-27,3,1326.24
767,589,128,2024-09-17,5,1042.45
768,599,59,2025-05-24,4,1254.88
769,270,88,2024-10-27,5,155.35
770,626,87,2025-01-30,5,620.5
771,543,71,2024-10-08,1,68.96
772,472,177,2024-09-02,1,7.23
773,126,194,2024-11-05,2,489.26
774,253,108,2025-02-02,2,190.52
775,586,25,2025-08-06,2,304.62
776,979,25,2024-11-29,2,304.62
777,144,59,2024-10-29,1,313.72
778,930,70,2024-11-05,2,405.48
779,279,137,2024-10-27,3,184.32
780,442,111,2025-08-18,1,5.8
781,517,169,2025-02-02,5,87.25
782,612,25,2025-04-11,4,609.24
783,154,82,2024-12-05,5,1522.55
784,834,104,2024-11-25,5,128.5
785,623,100,2024-09-20,5,1888.6000000000001
786,189,152,2025-05-15,4,235.16
787,107,158,2024-12-09,2,416.54
788,537,180,2025-05-01,2,771.3
789,564,196,2025-03-02,3,794.31
790,767,151,2025-05-19,5,375.90000000000003
791,97,102,2025-08-01,2,927.82
792,394,105,2025-07-03,2,148.38
793,72,55,2025-08-22,4,1494.32
794,808,169,2025-06-30,5,87.25
795,154,175,2025-07-02,2,950.06
796,252,191,2025-08-28,1,48.21
797,520,165,2025-06-16,3,694.14
798,15,116,2025-04-04,2,708.38
799,221,50,2024-12-07,2,430.98
800,1,153,2025-03-29,4,306.6
801,42,2,2025-06-03,2,950.14
802,46,54,2024-09-18,3,502.43999999999994
803,520,195,2025-01-22,3,310.86
804,985,116,2025-02-03,1,354.19
805,896,154,2024-12-07,4,507.36
806,714,35,2024-09-23,1,318.83
807,365,99,2025-04-07,2,606.8
808,107,21,2025-02-25,4,159.36
809,863,129,2024-10-17,4,694.92
810,627,113,2025-08-17,3,272.52
811,13,64,2024-10-07,1,150.6
812,75,136,2025-04-20,3,77.46000000000001
813,718,78,2025-07-30,5,297.7
814,48,171,2025-05-30,2,498.06
815,835,18,2024-11-15,3,819.54
816,528,24,2024-09-30,1,87.44
817,938,28,2025-08-05,5,1456.0
818,398,144,2025-03-03,3,748.4399999999999
819,219,87,2025-07-24,1,124.1
820,273,180,2025-02-12,1,385.65
821,596,126,2025-02-14,1,351.54
822,105,149,2024-10-02,2,585.7
823,516,39,2025-04-27,4,389.44
824,476,94,2025-04-11,4,765.08
825,159,135,2025-06-23,4,1412.04
826,907,162,2025-06-05,2,947.2
827,419,155,2025-06-30,3,1048.8600000000001
828,330,159,2025-08-21,4,108.68
829,247,14,2024-10-21,4,1296.4
830,242,24,2025-06-22,5,437.2
831,736,123,2024-09-12,5,154.75
832,433,59,2025-01-11,1,313.72
833,659,189,2025-08-01,4,753.64
834,721,132,2024-12-24,2,776.18
835,166,120,2024-10-12,5,2454.7999999999997
836,478,23,2024-11-20,3,970.47
837,478,135,2025-08-28,1,353.01
838,958,134,2024-10-31,1,468.01
839,545,191,2025-05-19,4,192.84
840,142,35,2025-05-24,1,318.83
841,224,128,2025-06-06,4,833.96
842,930,144,2025-04-05,2,498.96
843,256,172,2025-01-15,2,344.86
844,304,190,2025-07-14,2,18.36
845,39,52,2025-01-17,5,1105.95
846,173,179,2024-10-17,2,483.72
847,554,143,2024-11-07,5,1933.55
848,978,87,2024-09-13,4,496.4
849,307,181,2025-01-29,2,564.64
850,544,30,2025-08-20,3,420.0
851,959,8,2025-06-27,4,55.56
852,895,194,2025-07-28,3,733.89
853,501,65,2025-04-25,4,244.72
854,252,123,2025-08-10,2,61.9
855,330,58,2025-07-06,4,1436.28
856,210,145,2025-04-05,2,664.54
857,350,43,2024-11-03,2,120.14
858,138,34,2025-03-30,2,22.44
859,795,189,2025-04-17,2,376.82
860,758,49,2025-06-06,2,311.1
861,312,121,2025-04-04,1,296.08
862,496,101,2024-11-23,2,75.8
863,138,147,2024-11-30,2,791.6
864,208,99,2024-11-23,5,1517.0
865,366,37,2025-05-26,4,184.04
866,545,97,2024-12-09,2,694.74
867,648,167,2025-03-30,5,1494.7
868,618,74,2024-10-05,3,1154.25
869,614,186,2025-08-13,5,426.45000000000005
870,630,128,2024-09-04,3,625.47
871,760,87,2025-04-08,3,372.29999999999995
872,871,26,2025-04-12,1,232.54
873,286,34,2025-08-28,4,44.88
874,341,54,2025-01-12,2,334.96
875,569,62,2024-09-04,2,844.9
876,632,147,2025-01-08,2,791.6
877,984,82,2025-02-06,2,609.02
878,440,148,2024-10-25,3,869.22
879,47,51,2024-12-03,1,416.19
880,142,181,2024-11-08,4,1129.28
881,530,69,2025-04-29,4,1815.56
882,408,197,2025-06-25,1,186.25
883,98,190,2024-10-25,4,36.72
884,424,184,2025-08-26,2,352.0
885,894,147,2025-04-04,3,1187.4
886,119,132,2025-02-18,4,1552.36
887,805,66,2024-10-09,5,1264.55
888,539,35,2025-02-21,3,956.49
889,859,156,2025-02-27,3,18.66
890,500,21,2025-06-30,4,159.36
891,703,25,2024-09-04,3,456.93
892,323,66,2024-10-26,2,505.82
893,830,12,2025-04-09,3,1351.83
894,614,181,2025-01-23,5,1411.6
895,911,174,2024-12-18,5,378.29999999999995
896,949,104,2025-03-09,3,77.1
897,944,151,2024-10-14,2,150.36
898,779,16,2025-01-25,1,420.94
899,517,28,2025-02-12,1,291.2
900,96,177,2025-06-23,5,36.150000000000006
901,834,134,2025-05-20,5,2340.05
902,433,153,2025-02-21,4,306.6
903,96,92,2025-02-19,5,2276.1000000000004
904,989,114,2025-06-25,3,147.78
905,893,122,2024-10-10,4,694.88
906,845,26,2025-05-16,4,930.16
907,216,162,2025-08-28,4,1894.4
908,369,44,2025-07-05,5,2391.4500000000003
909,71,159,2024-11-20,3,81.51
910,995,164,2025-06-28,3,624.9000000000001
911,307,82,2024-08-29,4,1218.04
912,243,151,2025-02-07,1,75.18
913,730,191,2024-12-31,5,241.05
914,748,50,2025-05-21,4,861.96
915,65,10,2024-12-09,5,2153.4
916,542,132,2024-12-30,5,1940.4499999999998
917,786,176,2025-06-28,4,258.48
918,106,92,2025-02-10,3,1365.66
919,145,97,2025-01-27,3,1042.1100000000001
920,92,112,2025-07-13,4,1176.68
921,667,19,2025-04-11,3,1383.21
922,775,183,2024-12-24,5,1009.6500000000001
923,326,36,2025-06-07,1,486.43
924,562,76,2025-02-02,5,483.9
925,546,50,2025-02-15,3,646.47
926,477,96,2025-08-12,1,42.07
927,349,168,2025-08-18,5,1536.75
928,182,124,2025-03-23,5,968.0
929,623,10,2025-03-01,1,430.68
930,657,185,2025-04-01,1,316.3
931,118,62,2025-03-07,3,1267.35
932,152,79,2025-07-07,5,469.75
933,841,97,2025-08-19,3,1042.1100000000001
934,527,2,2024-08-30,4,1900.28
935,346,70,2024-10-11,3,608.22
936,858,171,2025-02-21,1,249.03
937,743,131,2025-05-30,2,803.3
938,146,65,2025-07-02,4,244.72
939,696,171,2025-02-24,3,747.09
940,163,147,2024-11-09,5,1979.0
941,123,127,2025-06-30,5,1507.75
942,120,79,2024-09-01,3,281.85
943,657,53,2025-05-20,1,401.07
944,834,23,2025-02-22,5,1617.45
945,862,132,2024-11-12,1,388.09
946,149,185,2025-03-31,2,632.6
947,866,175,2025-08-07,5,2375.1499999999996
948,701,4,2024-09-19,4,253.4
949,698,17,2025-06-03,3,450.41999999999996
950,683,115,2024-09-26,5,242.7
951,813,146,2024-11-20,1,35.0
952,353,166,2025-04-15,4,1823.32
953,860,29,2024-08-30,1,47.56
954,809,174,2025-02-06,2,151.32
955,502,191,2025-05-14,2,96.42
956,331,166,2024-11-21,3,1367.49
957,396,161,2025-01-26,1,198.38
958,757,163,2024-11-19,5,1870.5500000000002
959,22,114,2024-12-14,2,98.52
960,840,101,2025-06-19,4,151.6
961,240,159,2024-12-29,1,27.17
962,136,89,2025-05-15,4,1439.84
963,776,45,2025-01-28,1,311.18
964,291,43,2025-08-02,1,60.07
965,376,78,2024-12-24,5,297.7
966,330,54,2025-01-03,1,167.48
967,901,88,2024-09-06,3,93.21000000000001
968,938,162,2025-03-14,5,2368.0
969,723,55,2024-09-10,4,1494.32
970,962,170,2024-12-26,2,884.16
971,991,100,2024-09-15,2,755.44
972,644,51,2024-12-19,4,1664.76
973,771,14,2025-01-26,2,648.2
974,497,89,2025-06-29,3,1079.8799999999999
975,923,140,2024-10-04,3,437.70000000000005
976,724,60,2025-05-19,3,110.03999999999999
977,577,164,2024-12-06,4,833.2
978,662,126,2025-07-21,1,351.54
979,306,180,2025-01-21,5,1928.25
980,658,49,2024-09-22,2,311.1
981,267,53,2025-05-07,1,401.07
982,832,1,2025-03-30,3,1352.31
983,728,161,2025-07-31,2,396.76
984,358,33,2025-07-31,1,60.55
985,623,10,2025-05-29,3,1292.04
986,868,200,2025-06-16,5,1261.3
987,700,12,2025-08-27,3,1351.83
988,871,105,2025-07-22,4,296.76
989,871,69,2025-03-29,4,1815.56
990,171,4,2024-12-12,5,316.75
991,602,195,2024-09-28,4,414.48
992,836,35,2025-01-26,5,1594.1499999999999
993,717,40,2025-03-12,4,718.08
994,218,136,2025-01-13,4,103.28
995,192,170,2025-04-01,5,2210.4
996,208,117,2025-02-19,3,661.89
997,596,12,2024-11-19,5,2253.05
998,414,41,2025-06-20,3,862.5
999,900,197,2025-08-25,2,372.5
1000,734,172,2024-09-01,4,689.72
1001,647,35,2024-09-07,4,1275.32
1002,670,148,2025-01-12,1,289.74
1003,96,152,2025-07-08,4,235.16
1004,256,191,2025-06-21,3,144.63
1005,846,42,2024-09-30,4,1090.44
1006,939,56,2025-08-28,1,226.67
1007,802,79,2025-07-27,4,375.8
1008,452,168,2025-05-20,4,1229.4
1009,914,10,2025-05-30,3,1292.04
1010,917,89,2025-08-14,2,719.92
1011,845,136,2024-09-12,2,51.64
1012,250,183,2024-10-26,1,201.93
1013,18,169,2024-09-30,5,87.25
1014,784,107,2024-09-19,3,671.37
1015,706,198,2025-04-01,2,132.1
1016,270,151,2024-11-19,5,375.90000000000003
1017,114,94,2025-07-09,2,382.54
1018,852,164,2025-04-29,4,833.2
1019,356,123,2025-05-19,4,123.8
1020,373,45,2024-12-25,3,933.54
1021,473,53,2025-03-03,5,2005.35
1022,489,149,2024-09-04,1,292.85
1023,558,49,2025-02-27,2,311.1
1024,421,183,2025-06-07,1,201.93
1025,184,49,2025-06-29,5,777.75
1026,643,12,2025-02-21,3,1351.83
1027,366,42,2025-08-21,5,1363.0500000000002
1028,2,103,2025-05-17,3,1159.65
1029,931,187,2025-07-29,4,958.12
1030,701,150,2025-07-16,2,979.3
1031,975,104,2025-04-03,4,102.8
1032,363,4,2025-07-21,2,126.7
1033,315,121,2025-05-06,2,592.16
1034,256,100,2024-09-24,3,1133.16
1035,181,61,2025-05-20,5,756.4499999999999
1036,480,26,2025-05-19,1,232.54
1037,673,179,2025-06-16,4,967.44
1038,649,167,2024-09-22,2,597.88
1039,364,19,2024-08-31,3,1383.21
1040,476,21,2025-04-02,2,79.68
1041,401,168,2025-06-14,4,1229.4
1042,147,31,2025-01-13,2,764.2
1043,440,11,2025-01-09,5,1994.8
1044,92,78,2024-11-09,2,119.08
1045,581,135,2025-02-11,4,1412.04
1046,84,12,2025-07-14,4,1802.44
1047,468,83,2024-09-28,4,486.16
1048,726,88,2025-06-15,1,31.07
1049,277,86,2025-02-02,4,408.76
1050,152,169,2024-09-06,5,87.25
1051,278,44,2025-02-22,2,956.58
1052,108,13,2025-04-24,1,440.3
1053,522,55,2025-03-16,3,1120.74
1054,637,24,2024-10-25,4,349.76
1055,772,110,2024-11-16,3,448.53
1056,185,85,2025-07-05,5,365.4
1057,120,11,2025-04-18,5,1994.8
1058,63,139,2025-02-07,2,450.08
1059,11,165,2025-02-02,1,231.38
1060,506,163,2024-12-12,4,1496.44
1061,76,89,2024-12-19,2,719.92
1062,84,50,2025-07-18,4,861.96
1063,370,143,2024-12-06,5,1933.55
1064,261,26,2025-02-10,4,930.16
1065,707,28,2025-01-29,5,1456.0
1066,453,156,2024-10-12,3,18.66
1067,302,36,2024-10-14,2,972.86
1068,41,106,2025-07-01,2,95.68
1069,596,34,2025-05-23,5,56.1
1070,237,34,2025-04-10,4,44.88
1071,269,79,2025-08-23,4,375.8
1072,936,1,2025-02-16,2,901.54
1073,317,156,2025-08-26,5,31.099999999999998
1074,683,195,2024-09-15,3,310.86
1075,477,104,2025-04-27,1,25.7
1076,796,166,2025-04-02,5,2279.15
1077,215,128,2024-09-15,3,625.47
1078,975,67,2024-10-31,1,123.26
1079,348,12,2024-11-29,2,901.22
1080,853,126,2025-04-02,4,1406.16
1081,420,134,2024-11-01,5,2340.05
1082,13,105,2025-06-12,5,370.95
1083,987,16,2025-05-26,5,2104.7
1084,565,178,2025-04-25,4,1842.44
1085,154,29,2024-12-03,3,142.68
1086,121,81,2024-10-15,1,248.77
1087,644,174,2025-01-01,5,378.29999999999995
1088,261,55,2025-08-12,1,373.58
1089,759,47,2024-12-09,3,770.94
1090,351,172,2025-03-18,1,172.43
1091,11,200,2025-06-20,4,1009.04
1092,133,81,2025-05-06,1,248.77
1093,485,114,2025-02-27,5,246.29999999999998
1094,978,111,2025-03-06,1,5.8
1095,675,41,2025-05-02,4,1150.0
1096,671,134,2025-07-18,3,1404.03
1097,487,16,2024-10-25,3,1262.82
1098,643,144,2024-09-22,1,249.48
1099,890,77,2025-01-23,4,1169.28
1100,640,76,2025-05-19,5,483.9
1101,952,23,2025-01-06,5,1617.45
1102,538,107,2025-01-17,1,223.79
1103,134,154,2025-03-23,5,634.2
1104,489,101,2025-08-28,3,113.69999999999999
1105,796,50,2024-10-22,5,1077.45
1106,87,78,2025-06-30,3,178.62
1107,44,29,2024-09-05,2,95.12
1108,548,186,2025-07-31,2,170.58
1109,909,127,2025-06-01,5,1507.75
1110,399,152,2025-08-17,2,117.58
1111,198,194,2025-02-04,2,489.26
1112,939,80,2024-11-14,2,454.74
1113,804,186,2025-05-30,4,341.16
1114,673,98,2024-11-03,1,10.96
1115,54,127,2025-02-15,1,301.55
1116,740,110,2024-11-26,1,149.51
1117,670,95,2024-11-18,5,1722.1000000000001
1118,181,30,2024-11-05,1,140.0
1119,212,21,2025-03-11,5,199.20000000000002
1120,104,72,2025-05-12,5,1184.55
1121,321,44,2025-07-11,1,478.29
1122,421,27,2024-11-06,4,200.44
1123,964,11,2024-12-07,1,398.96
1124,734,18,2024-12-03,2,546.36
1125,996,47,2024-09-25,4,1027.92
1126,314,62,2024-12-09,2,844.9
1127,345,8,2024-10-23,5,69.45
1128,698,96,2025-08-21,2,84.14
1129,454,76,2025-08-03,1,96.78
1130,568,100,2024-12-16,2,755.44
1131,955,84,2024-12-11,2,303.92
1132,308,43,2025-06-17,1,60.07
1133,604,108,2025-03-23,2,190.52
1134,570,103,2025-02-10,2,773.1
1135,850,160,2025-05-24,2,666.32
1136,366,91,2025-08-11,5,1821.05
1137,236,40,2025-05-20,3,538.5600000000001
1138,537,90,2025-05-13,5,2063.75
1139,317,96,2025-03-02,3,126.21000000000001
1140,930,176,2025-08-06,5,323.1
1141,774,9,2025-07-21,5,1584.65
1142,936,91,2024-11-11,4,1456.84
1143,412,37,2025-08-23,3,138.03
1144,175,131,2024-10-19,4,1606.6
1145,471,159,2025-07-30,1,27.17
1146,501,57,2025-06-17,3,295.04999999999995
1147,406,130,2025-01-25,2,114.82
1148,148,159,2025-01-01,4,108.68
1149,927,51,2025-02-26,5,2080.95
1150,488,137,2024-08-28,2,122.88
1151,679,178,2025-01-24,2,921.22
1152,36,192,2025-01-02,2,790.74
1153,540,166,2025-07-16,3,1367.49
1154,85,53,2025-03-24,5,2005.35
1155,54,106,2025-07-10,5,239.20000000000002
1156,147,6,2024-12-25,2,744.52
1157,980,143,2024-10-10,5,1933.55
1158,907,31,2024-10-16,3,1146.3000000000002
1159,424,76,2025-07-14,5,483.9
1160,845,12,2025-06-09,5,2253.05
1161,522,6,2024-11-27,5,1861.3
1162,665,195,2024-12-07,4,414.48
1163,411,15,2025-06-22,4,108.0
1164,318,40,2025-07-20,3,538.5600000000001
1165,919,138,2025-01-16,3,765.42
1166,689,105,2024-10-10,3,222.57
1167,395,114,2024-11-13,1,49.26
1168,744,115,2024-10-04,1,48.54
1169,616,49,2025-06-12,3,466.65000000000003
1170,499,69,2025-07-01,3,1361.67
1171,250,139,2025-01-07,3,675.12
1172,872,71,2025-03-13,4,275.84
1173,945,93,2025-02-19,3,57.66
1174,339,167,2025-03-07,5,1494.7
1175,29,19,2024-09-06,4,1844.28
1176,26,26,2025-05-18,1,232.54
1177,244,185,2025-04-27,2,632.6
1178,244,10,2025-03-25,1,430.68
1179,651,188,2024-10-28,5,2440.35
1180,705,145,2025-06-30,5,1661.35
1181,270,137,2025-03-15,4,245.76
1182,73,123,2025-04-02,4,123.8
1183,654,109,2025-01-23,4,347.2
1184,444,12,2025-04-22,5,2253.05
1185,944,135,2025-03-19,4,1412.04
1186,322,85,2024-10-15,3,219.24
1187,432,127,2025-04-01,5,1507.75
1188,867,21,2024-12-19,1,39.84
1189,853,119,2024-09-17,4,1400.0
1190,903,60,2025-06-12,5,183.4
1191,34,175,2025-04-29,1,475.03
1192,236,163,2025-08-22,4,1496.44
1193,674,47,2025-05-19,5,1284.9
1194,915,29,2024-09-01,5,237.8
1195,674,176,2024-11-10,4,258.48
1196,723,25,2025-07-08,3,456.93
1197,391,162,2025-04-12,4,1894.4
1198,161,156,2025-02-01,5,31.099999999999998
1199,655,55,2024-10-29,4,1494.32
1200,1,152,2025-06-14,3,176.37
1201,888,70,2025-06-26,4,810.96
1202,253,28,2025-06-04,1,291.2
1203,22,63,2024-10-05,5,588.85
1204,892,103,2024-12-20,3,1159.65
1205,613,81,2025-03-11,5,1243.8500000000001
1206,591,111,2025-06-15,1,5.8
1207,377,174,2024-12-26,3,226.98
1208,650,66,2025-04-18,1,252.91
1209,641,26,2025-01-31,3,697.62
1210,6,2,2025-04-07,3,1425.21
1211,73,70,2025-05-18,4,810.96
1212,830,66,2025-03-24,2,505.82
1213,243,159,2024-09-15,5,135.85000000000002
1214,36,19,2025-02-20,3,1383.21
1215,202,178,2024-12-11,2,921.22
1216,90,32,2025-06-23,4,1410.48
1217,420,159,2024-10-11,3,81.51
1218,598,75,2025-07-11,1,160.63
1219,153,180,2025-07-27,3,1156.9499999999998
1220,557,132,2025-05-31,5,1940.4499999999998
1221,495,192,2025-02-08,4,1581.48
1222,410,126,2024-10-29,4,1406.16
1223,951,117,2024-12-16,1,220.63
1224,840,48,2025-06-24,5,1140.25
1225,206,170,2025-04-30,5,2210.4
1226,885,120,2025-07-02,1,490.96
1227,806,21,2025-02-22,3,119.52000000000001
1228,10,72,2025-03-04,5,1184.55
1229,532,9,2025-05-26,5,1584.65
1230,723,173,2024-12-18,1,243.91
1231,298,112,2024-08-29,5,1470.8500000000001
1232,248,21,2025-03-19,4,159.36
1233,128,194,2024-12-17,4,978.52
1234,44,180,2025-07-22,3,1156.9499999999998
1235,774,26,2025-06-06,3,697.62
1236,695,150,2025-01-17,3,1468.9499999999998
1237,973,20,2024-12-16,4,122.16
1238,275,2,2024-11-08,1,475.07
1239,100,85,2024-09-17,5,365.4
1240,584,139,2024-11-12,1,225.04
1241,666,117,2025-01-17,1,220.63
1242,693,98,2025-03-13,1,10.96
1243,763,126,2025-08-11,4,1406.16
1244,737,84,2024-11-20,4,607.84
1245,353,155,2024-10-20,3,1048.8600000000001
1246,347,59,2024-11-21,4,1254.88
1247,522,25,2025-08-10,2,304.62
1248,224,128,2025-02-16,4,833.96
1249,574,143,2025-04-18,3,1160.1299999999999
1250,783,140,2024-11-19,5,729.5
1251,384,60,2024-10-04,2,73.36
1252,188,175,2025-07-09,3,1425.09
1253,389,22,2025-05-24,5,1580.6
1254,117,63,2025-06-28,4,471.08
1255,827,31,2025-01-29,2,764.2
1256,408,1,2025-07-22,4,1803.08
1257,937,123,2024-09-30,4,123.8
1258,308,195,2025-02-02,3,310.86
1259,240,107,2024-09-21,1,223.79
1260,204,80,2024-10-25,1,227.37
1261,10,115,2025-02-26,5,242.7
1262,992,80,2025-07-05,1,227.37
1263,181,22,2025-02-22,4,1264.48
1264,19,189,2025-02-21,2,376.82
1265,579,81,2024-09-06,4,995.08
1266,472,150,2024-10-21,1,489.65
1267,517,54,2024-11-15,1,167.48
1268,673,159,2025-07-08,5,135.85000000000002
1269,658,10,2025-08-07,3,1292.04
1270,97,82,2024-10-30,4,1218.04
1271,447,55,2024-09-23,2,747.16
1272,176,200,2024-10-27,2,504.52
1273,284,64,2025-02-20,5,753.0
1274,470,14,2024-09-01,2,648.2
1275,214,28,2025-03-24,1,291.2
1276,851,21,2025-03-30,2,79.68
1277,704,81,2024-09-01,1,248.77
1278,620,22,2025-08-08,5,1580.6
1279,128,184,2024-10-16,3,528.0
1280,289,1,2025-06-07,3,1352.31
1281,839,138,2025-04-11,1,255.14
1282,230,184,2024-08-31,4,704.0
1283,715,178,2025-05-27,5,2303.05
1284,202,158,2024-10-09,2,416.54
1285,241,160,2025-03-11,1,333.16
1286,759,38,2025-04-11,3,902.52
1287,980,63,2025-08-15,3,353.31
1288,455,131,2024-12-23,4,1606.6
1289,358,148,2025-01-27,3,869.22
1290,493,77,2024-10-25,1,292.32
1291,737,91,2025-01-31,3,1092.6299999999999
1292,45,28,2025-07-13,5,1456.0
1293,247,86,2024-12-01,2,204.38
1294,723,9,2025-05-01,5,1584.65
1295,270,31,2025-08-23,3,1146.3000000000002
1296,223,85,2024-11-21,4,292.32
1297,957,169,2024-10-30,1,17.45
1298,529,48,2025-02-12,3,684.1500000000001
1299,155,142,2025-06-30,2,517.86
1300,399,103,2024-11-26,2,773.1
1301,856,8,2025-03-02,4,55.56
1302,594,19,2025-01-02,2,922.14
1303,71,98,2025-06-26,5,54.800000000000004
1304,111,10,2024-09-30,2,861.36
1305,226,90,2025-01-19,3,1238.25
1306,834,174,2024-12-20,3,226.98
1307,613,104,2025-07-04,4,102.8
1308,25,5,2025-07-24,1,23.86
1309,468,116,2025-01-19,5,1770.95
1310,228,192,2025-06-09,5,1976.85
1311,580,57,2025-06-04,1,98.35
1312,335,146,2025-01-31,3,105.0
1313,929,105,2025-04-04,4,296.76
1314,761,122,2025-06-10,2,347.44
1315,312,137,2024-09-07,1,61.44
1316,294,59,2025-02-26,5,1568.6000000000001
1317,943,102,2025-03-11,2,927.82
1318,397,20,2025-06-27,4,122.16
1319,886,55,2024-11-21,2,747.16
1320,55,45,2024-12-25,3,933.54
1321,698,164,2025-02-27,5,1041.5
1322,765,82,2025-06-11,1,304.51
1323,652,146,2025-07-06,1,35.0
1324,519,115,2024-10-07,2,97.08
1325,84,15,2025-06-08,3,81.0
1326,930,184,2024-09-12,5,880.0
1327,246,100,2025-05-26,3,1133.16
1328,849,44,2024-12-08,5,2391.4500000000003
1329,443,113,2025-07-12,5,454.20000000000005
1330,757,119,2025-02-17,1,350.0
1331,616,83,2025-05-24,1,121.54
1332,835,43,2025-03-27,4,240.28
1333,359,75,2024-10-29,4,642.52
1334,654,182,2024-09-04,3,548.46
1335,389,30,2025-06-06,2,280.0
1336,69,195,2025-03-07,5,518.1
1337,523,149,2025-02-22,1,292.85
1338,146,81,2024-12-11,5,1243.8500000000001
1339,56,115,2025-03-16,3,145.62
1340,47,187,2024-11-26,3,718.59
1341,945,53,2024-11-03,2,802.14
1342,856,60,2025-04-14,1,36.68
1343,608,151,2025-04-20,2,150.36
1344,775,38,2025-03-21,4,1203.36
1345,212,115,2024-11-04,2,97.08
1346,418,68,2025-05-01,4,215.52
1347,227,36,2025-06-23,4,1945.72
1348,618,108,2025-08-12,2,190.52
1349,753,178,2025-01-09,5,2303.05
1350,250,177,2024-10-12,2,14.46
1351,762,14,2024-12-31,5,1620.5
1352,91,145,2024-11-25,3,996.81
1353,658,135,2025-07-31,1,353.01
1354,189,62,2024-09-24,3,1267.35
1355,659,18,2024-12-27,2,546.36
1356,872,181,2024-10-20,5,1411.6
1357,394,47,2025-06-09,1,256.98
1358,156,68,2024-10-19,4,215.52
1359,876,18,2024-09-21,1,273.18
1360,684,156,2024-09-18,3,18.66
1361,101,76,2025-06-30,4,387.12
1362,826,30,2025-05-01,5,700.0
1363,819,54,2025-01-23,3,502.43999999999994
1364,755,162,2024-10-04,4,1894.4
1365,656,142,2025-03-14,5,1294.65
1366,375,54,2025-07-13,4,669.92
1367,594,18,2024-11-23,3,819.54
1368,723,69,2025-06-15,2,907.78
1369,5,127,2024-12-18,4,1206.2
1370,878,52,2025-06-13,5,1105.95
1371,657,14,2024-10-09,1,324.1
1372,842,85,2024-10-26,4,292.32
1373,120,8,2025-04-05,4,55.56
1374,97,91,2024-09-28,3,1092.6299999999999
1375,666,111,2025-03-26,4,23.2
1376,770,41,2025-01-26,3,862.5
1377,407,15,2025-02-14,2,54.0
1378,636,97,2025-05-26,5,1736.85
1379,534,112,2025-07-23,3,882.51
1380,817,52,2025-01-19,1,221.19
1381,173,149,2024-09-13,1,292.85
1382,433,122,2025-02-07,5,868.6
1383,403,146,2025-07-21,5,175.0
1384,537,46,2025-07-31,2,363.84
1385,174,37,2025-05-08,4,184.04
1386,389,148,2024-11-12,3,869.22
1387,474,199,2024-10-17,1,444.82
1388,552,111,2025-02-26,2,11.6
1389,574,62,2025-01-05,1,422.45
1390,812,119,2024-12-09,3,1050.0
1391,560,134,2025-03-23,2,936.02
1392,283,137,2024-09-21,2,122.88
1393,319,47,2025-07-23,1,256.98
1394,579,147,2025-08-04,1,395.8
1395,407,60,2024-11-19,2,73.36
1396,495,53,2024-11-26,5,2005.35
1397,371,63,2024-09-09,2,235.54
1398,180,134,2024-10-24,2,936.02
1399,697,156,2024-11-04,3,18.66
